source,tag,comparison,radius,metric_type,threshold,window,pca_group,dtw_score
,,Confirmed Cases,7,Network Density,0.8,15day,RSVSymptoms&NewNormalProtocols-0.5,67.94000000000001
,,Active Cases,7,Network Density,0.6,15day,RSVFaceWearing&Others-0.5,67.95967423751782
,,Active Cases,20,Network Density,0.4,30day,MSVFaceWearing&Others-0.5,68.06087259193815
MSV,,Active Cases,7,Network Density,0.5,15,,68.0626814273959
RSV,work from home,Confirmed Cases,15,,,,,68.06536285311473
,,Confirmed Cases,15,Network Density,0.5,15day,RSVFaceWearing&Others-0.5,68.06799533799534
,,Active Cases,20,Network Density,0.6,30day,MSVSymptoms&NewNormalProtocols-0.6,68.11805360322369
,,Active Cases,50,Clustering Coefficient,0.6,15day,RSVSymptoms&NewNormalProtocols2-0.6,68.24023494204614
,,Confirmed Cases,20,Clustering Coefficient,0.4,15day,RSVSymptoms&NewNormalProtocols1-0.6,68.27717948717955
RSV,lagnat,Active Cases,50,,,,,68.28640081654282
,,Confirmed Cases,30,Network Density,0.4,15day,RSVFaceWearing&Others-0.5,68.351217948718
RSV,cough,Active Cases,7,,,,,68.47315368346375
,,Active Cases,15,Network Density,0.4,30day,MSVSymptoms&NewNormalProtocols-0.6,68.5242203994333
,,Confirmed Cases,20,Network Density,0.8,30day,RSVSymptoms&NewNormalProtocols1-0.6,68.54564102564103
,,Active Cases,15,Clustering Coefficient,0.4,15day,RSVSymptoms&NewNormalProtocols-0.5,68.55897670679131
,,Active Cases,20,Clustering Coefficient,0.4,30day,RSVSymptoms&NewNormalProtocols1-0.6,68.59969543622898
RSV,Frontliners,Active Cases,30,,,,,68.65631573852784
RSV,ubo,Active Cases,30,,,,,68.68085886395453
,,Confirmed Cases,20,Network Density,0.5,15day,MSVSymptoms&NewNormalProtocols-0.6,68.68519230769253
,,Active Cases,20,Network Density,0.4,30day,RSVSymptoms&NewNormalProtocols2-0.6,68.73997282354038
,,Active Cases,20,Network Density,0.5,30day,MSVSymptoms-0.5,68.79810233342702
,,Active Cases,15,Network Density,0.6,15day,RSVSymptoms&NewNormalProtocols1-0.6,68.89733289411976
MSV,,Active Cases,7,Clustering Coefficient,0.4,15,,68.96567509559091
MSV,,Active Cases,7,Network Density,0.5,30,,69.02974613931508
RSV,,Active Cases,50,Clustering Coefficient,0.5,15,,69.04535178732688
MSV,,Active Cases,50,Network Density,0.6,30,,69.09967504010305
,,Active Cases,7,Network Density,0.5,30day,MSVSymptoms&NewNormalProtocols-0.6,69.22630962421518
,,Active Cases,50,Network Density,0.8,15day,MSVSymptoms&NewNormalProtocols-0.6,69.41914375683949
,,Active Cases,30,Clustering Coefficient,0.5,30day,MSVSymptoms-0.5,69.44696841907971
MSV,,Active Cases,50,Network Density,0.8,30,,69.53220410458246
,,Active Cases,30,Clustering Coefficient,0.4,30day,MSVSymptoms-0.5,69.54567050885571
,,Active Cases,50,Network Density,0.8,30day,MSVSymptoms&NewNormalProtocols-0.6,69.59338393777523
,,Active Cases,30,Network Density,0.8,30day,MSVSymptoms&NewNormalProtocols-0.6,69.59338393777523
,,Confirmed Cases,15,Network Density,0.5,15day,RSVSymptoms&NewNormalProtocols2-0.6,69.70649572649572
,,Active Cases,15,Network Density,0.5,15day,RSVSymptoms&NewNormalProtocols-0.5,69.72003483931485
RSV,,Active Cases,50,Clustering Coefficient,0.6,30,,69.78754099896919
RSV,,Active Cases,30,Clustering Coefficient,0.4,30,,69.80372993277811
,,Active Cases,20,Network Density,0.6,15day,MSVSymptoms&NewNormalProtocols-0.6,69.86316635772829
,,Confirmed Cases,15,Clustering Coefficient,0.4,15day,RSVSymptoms&NewNormalProtocols1-0.6,69.9117948717949
MSV,,Active Cases,50,Clustering Coefficient,0.4,30,,69.91768897862504
,,Active Cases,20,Network Density,0.6,15day,RSVSymptoms&NewNormalProtocols-0.5,69.9336902015287
RSV,sipon,Confirmed Cases,15,,,,,69.98216452824339
,,Confirmed Cases,30,Network Density,0.5,15day,RSVSymptoms&NewNormalProtocols-0.5,69.99128205128197
,,Active Cases,7,Network Density,0.5,15day,RSVSymptoms&NewNormalProtocols1-0.6,70.0120709292717
,,Active Cases,15,Network Density,0.5,15day,MSVSymptoms&NewNormalProtocols-0.6,70.03299405945015
,,Confirmed Cases,15,Network Density,0.8,30day,RSVSymptoms&NewNormalProtocols1-0.6,70.03794871794871
,,Active Cases,7,Clustering Coefficient,0.4,15day,MSVSymptoms&NewNormalProtocols-0.6,70.04262059142467
RSV,,Active Cases,7,Network Density,0.6,30,,70.20762928206972
RSV,work from home,Active Cases,15,,,,,70.22207736453834
MSV,,Active Cases,7,Network Density,0.6,15,,70.29982925487323
,,Active Cases,20,Network Density,0.8,30day,MSVSymptoms&NewNormalProtocols-0.6,70.31473151532185
,,Active Cases,15,Network Density,0.6,30day,MSVSymptoms&NewNormalProtocols-0.6,70.34638271952021
,,Confirmed Cases,30,Network Density,0.8,15day,RSVSymptoms&NewNormalProtocols2-0.6,70.38461538461536
,,Active Cases,30,Network Density,0.4,15day,MSVSymptoms&NewNormalProtocols-0.6,70.40009185616456
,,Active Cases,50,Clustering Coefficient,0.4,30day,RSVSymptoms&NewNormalProtocols-0.5,70.50023896542027
RSV,,Confirmed Cases,7,Network Density,0.4,30,,70.62076923076924
,,Confirmed Cases,50,Network Density,0.4,15day,MSVSymptoms&NewNormalProtocols-0.6,70.64333333333343
,,Active Cases,20,Clustering Coefficient,0.4,15day,MSVSymptoms-0.5,70.66250977064122
,,Active Cases,50,Network Density,0.6,15day,RSVSymptoms&NewNormalProtocols2-0.6,70.66801036246298
,,Active Cases,30,Network Density,0.6,30day,RSVSymptoms&NewNormalProtocols1-0.6,70.82288445319072
,,Active Cases,50,Network Density,0.5,15day,MSVFaceWearing&Others-0.5,70.86340882915007
,,Confirmed Cases,15,Network Density,0.5,15day,MSVSymptoms&NewNormalProtocols-0.6,71.06128205128228
RSV,sipon,Active Cases,20,,,,,71.0643875355261
RSV,,Active Cases,50,Clustering Coefficient,0.6,15,,71.16830069008647
,,Active Cases,50,Clustering Coefficient,0.4,30day,RSVFaceWearing&Others-0.5,71.16915003279915
,,Active Cases,20,Clustering Coefficient,0.5,30day,MSVSymptoms&NewNormalProtocols-0.6,71.17540530409515
RSV,lagnat,Active Cases,30,,,,,71.17984786648202
,,Active Cases,7,Network Density,0.5,15day,RSVSymptoms&NewNormalProtocols2-0.6,71.23591724918302
,,Active Cases,15,Network Density,0.6,15day,MSVSymptoms&NewNormalProtocols-0.6,71.30650475995185
,,Active Cases,30,Clustering Coefficient,0.4,30day,RSVFaceWearing&Others-0.5,71.31810514478488
,,Active Cases,15,Network Density,0.4,30day,RSVSymptoms&NewNormalProtocols2-0.6,71.32876487676879
,,Active Cases,20,Network Density,0.5,30day,MSVFaceWearing&Others-0.5,71.3289288726455
RSV,ubo,Active Cases,20,,,,,71.37658513030493
,,Confirmed Cases,7,Network Density,0.4,30day,RSVFaceWearing&Others-0.5,71.39948717948722
,,Confirmed Cases,7,Network Density,0.4,30day,MSVSymptoms&NewNormalProtocols-0.6,71.41696832579183
,,Active Cases,7,Network Density,0.4,15day,RSVFaceWearing&Others-0.5,71.5335942559796
,,Active Cases,15,Network Density,0.6,15day,RSVSymptoms&NewNormalProtocols-0.5,71.63664896641667
RSV,,Confirmed Cases,7,Network Density,0.4,15,,71.66771062271064
,,Active Cases,15,Network Density,0.4,30day,MSVFaceWearing&Others-0.5,71.72238510248073
,,Active Cases,7,Network Density,0.5,30day,RSVSymptoms&NewNormalProtocols-0.5,71.72452441195767
RSV,work from home,Confirmed Cases,7,,,,,71.73856180951763
,,Active Cases,30,Clustering Coefficient,0.6,15day,RSVFaceWearing&Others-0.5,71.7855148848739
,,Active Cases,30,Network Density,0.8,30day,MSVSymptoms-0.5,71.79448973854362
,,Confirmed Cases,7,Network Density,0.4,30day,MSVFaceWearing&Others-0.5,71.79490842490846
RSV,headache,Active Cases,50,,,,,71.95200200691505
,,Confirmed Cases,15,Network Density,0.8,15day,RSVSymptoms&NewNormalProtocols2-0.6,71.95871794871793
,,Confirmed Cases,20,Network Density,0.8,15day,RSVSymptoms&NewNormalProtocols2-0.6,71.95871794871793
RSV,Frontliners,Confirmed Cases,7,,,,,71.97114690073367
RSV,rashes,Active Cases,50,,,,,71.9872825332229
MSV,,Active Cases,30,Network Density,0.6,30,,72.04497483559055
,,Active Cases,7,Clustering Coefficient,0.4,30day,RSVSymptoms&NewNormalProtocols2-0.6,72.10276450192106
,,Active Cases,7,Network Density,0.4,30day,MSVSymptoms-0.5,72.13773779402105
RSV,face shield,Active Cases,7,,,,,72.21396451411235
,,Active Cases,30,Clustering Coefficient,0.6,30day,MSVSymptoms&NewNormalProtocols-0.6,72.2721394433511
,,Active Cases,20,Network Density,0.6,30day,MSVFaceWearing&Others-0.5,72.3319979383375
,,Active Cases,20,Clustering Coefficient,0.4,30day,MSVFaceWearing&Others-0.5,72.35762815106358
,,Active Cases,15,Network Density,0.5,30day,MSVSymptoms-0.5,72.4198809858494
,,Active Cases,30,Clustering Coefficient,0.4,30day,MSVSymptoms&NewNormalProtocols-0.6,72.57625808265387
,,Active Cases,20,Clustering Coefficient,0.5,15day,RSVFaceWearing&Others-0.5,72.5784028152208
,,Confirmed Cases,7,Network Density,0.5,15day,RSVFaceWearing&Others-0.5,72.60839160839161
RSV,Frontliners,Active Cases,20,,,,,72.64842582769171
,,Active Cases,15,Clustering Coefficient,0.4,30day,RSVSymptoms&NewNormalProtocols1-0.6,72.67983319276543
,,Active Cases,7,Clustering Coefficient,0.4,15day,MSVFaceWearing&Others-0.5,72.75657317200972
RSV,social distancing,Active Cases,50,,,,,72.7628981647439
,,Confirmed Cases,7,Network Density,0.8,30day,RSVSymptoms&NewNormalProtocols1-0.6,72.83128205128203
,,Confirmed Cases,20,Network Density,0.5,15day,RSVSymptoms&NewNormalProtocols-0.5,72.85769230769218
RSV,,Active Cases,20,Clustering Coefficient,0.4,30,,72.85883716694309
,,Active Cases,7,Network Density,0.5,15day,MSVSymptoms-0.5,72.93488398061506
,,Active Cases,20,Clustering Coefficient,0.5,15day,RSVSymptoms&NewNormalProtocols2-0.6,72.95282846104023
,,Active Cases,50,Clustering Coefficient,0.5,15day,RSVSymptoms&NewNormalProtocols-0.5,73.08654889787165
RSV,ubo,Active Cases,15,,,,,73.14751721724176
RSV,,Active Cases,30,Clustering Coefficient,0.5,30,,73.16212319995002
RSV,sipon,Active Cases,15,,,,,73.2363646654893
,,Confirmed Cases,30,Network Density,0.6,15day,RSVSymptoms&NewNormalProtocols2-0.6,73.32846153846151
,,Active Cases,7,Network Density,0.4,30day,MSVSymptoms&NewNormalProtocols-0.6,73.35588207731782
,,Active Cases,50,Network Density,0.4,15day,MSVFaceWearing&Others-0.5,73.38826480856997
,,Active Cases,50,Network Density,0.6,30day,RSVSymptoms&NewNormalProtocols-0.5,73.42251897666571
,,Active Cases,20,Clustering Coefficient,0.4,30day,RSVFaceWearing&Others-0.5,73.43864211414102
MSV,,Active Cases,30,Network Density,0.8,30,,73.49068034860817
,,Active Cases,15,Network Density,0.5,30day,MSVFaceWearing&Others-0.5,73.60387967388249
,,Active Cases,15,Clustering Coefficient,0.4,15day,MSVSymptoms-0.5,73.61890479487239
,,Active Cases,15,Network Density,0.8,30day,MSVSymptoms&NewNormalProtocols-0.6,73.65139162215345
,,Confirmed Cases,7,Network Density,0.8,15day,RSVSymptoms&NewNormalProtocols2-0.6,73.67333333333332
,,Confirmed Cases,30,Clustering Coefficient,0.8,30day,RSVSymptoms&NewNormalProtocols1-0.6,73.67538461538459
,,Confirmed Cases,50,Clustering Coefficient,0.8,30day,RSVSymptoms&NewNormalProtocols1-0.6,73.67538461538459
,,Confirmed Cases,20,Clustering Coefficient,0.8,30day,RSVSymptoms&NewNormalProtocols1-0.6,73.70615384615382
,,Confirmed Cases,7,Clustering Coefficient,0.8,30day,RSVSymptoms&NewNormalProtocols1-0.6,73.70615384615382
,,Confirmed Cases,15,Clustering Coefficient,0.8,30day,RSVSymptoms&NewNormalProtocols1-0.6,73.70615384615382
,,Active Cases,15,Clustering Coefficient,0.5,30day,MSVSymptoms&NewNormalProtocols-0.6,73.75255365007953
,,Active Cases,7,Network Density,0.6,30day,MSVSymptoms&NewNormalProtocols-0.6,73.87562084153306
,,Active Cases,50,Clustering Coefficient,0.5,30day,RSVFaceWearing&Others-0.5,73.92102427138964
,,Active Cases,30,Clustering Coefficient,0.6,15day,RSVSymptoms&NewNormalProtocols2-0.6,73.93676441029986
,,Confirmed Cases,7,Network Density,0.5,15day,MSVSymptoms&NewNormalProtocols-0.6,74.09955128205132
,,Active Cases,30,Network Density,0.6,15day,RSVSymptoms&NewNormalProtocols2-0.6,74.16821508065902
,,Confirmed Cases,50,Network Density,0.5,15day,MSVFaceWearing&Others-0.5,74.25117216117216
,,Confirmed Cases,7,Clustering Coefficient,0.4,15day,RSVSymptoms&NewNormalProtocols1-0.6,74.34666666666666
,,Active Cases,7,Network Density,0.6,15day,MSVSymptoms&NewNormalProtocols-0.6,74.3508010403068
,,Confirmed Cases,20,Network Density,0.4,15day,RSVFaceWearing&Others-0.5,74.36134615384618
,,Confirmed Cases,15,Network Density,0.5,15day,RSVSymptoms&NewNormalProtocols-0.5,74.4366666666666
,,Active Cases,50,Network Density,0.6,30day,MSVSymptoms-0.5,74.43784556273985
,,Active Cases,30,Clustering Coefficient,0.4,30day,RSVSymptoms&NewNormalProtocols-0.5,74.46304938618677
RSV,,Active Cases,15,Clustering Coefficient,0.4,30,,74.51604948781807
,,Active Cases,50,Clustering Coefficient,0.5,15day,RSVSymptoms&NewNormalProtocols1-0.6,74.57876365098146
RSV,work from home,Active Cases,7,,,,,74.66596024065136
RSV,,Active Cases,30,Clustering Coefficient,0.5,15,,74.69226648395836
,,Confirmed Cases,7,Network Density,0.5,15day,RSVSymptoms&NewNormalProtocols2-0.6,74.69435897435899
RSV,,Active Cases,30,Network Density,0.8,15,,74.72151997677392
,,Active Cases,50,Clustering Coefficient,0.5,30day,RSVSymptoms&NewNormalProtocols1-0.6,74.80004685596467
,,Active Cases,7,Clustering Coefficient,0.5,30day,RSVSymptoms&NewNormalProtocols2-0.6,74.82283759722604
MSV,,Active Cases,20,Network Density,0.6,30,,74.84378910405871
RSV,ecq,Active Cases,50,,,,,75.17200290625202
,,Active Cases,15,Clustering Coefficient,0.5,15day,RSVSymptoms&NewNormalProtocols2-0.6,75.20224445585909
MSV,fever,Active Cases,50,,,,,75.24127741856107
,,Active Cases,15,Network Density,0.6,30day,MSVFaceWearing&Others-0.5,75.26126885952574
MSV,,Active Cases,30,Clustering Coefficient,0.4,30,,75.28901469005477
,,Active Cases,30,Network Density,0.8,15day,MSVSymptoms&NewNormalProtocols-0.6,75.36477432610495
RSV,sipon,Confirmed Cases,7,,,,,75.42974971750704
,,Active Cases,15,Clustering Coefficient,0.4,30day,RSVFaceWearing&Others-0.5,75.4685127916783
,,Active Cases,15,Clustering Coefficient,0.4,30day,MSVFaceWearing&Others-0.5,75.52265485896348
,,Confirmed Cases,30,Network Density,0.4,30day,RSVSymptoms&NewNormalProtocols2-0.6,75.52384615384594
,,Active Cases,20,Network Density,0.6,30day,RSVSymptoms&NewNormalProtocols1-0.6,75.58379720738435
,,Active Cases,20,Network Density,0.4,15day,MSVSymptoms&NewNormalProtocols-0.6,75.60926077149468
MSV,,Active Cases,20,Network Density,0.8,30,,75.6321431918281
MSV,face shield,Active Cases,50,,,,,75.66670800831604
RSV,,Active Cases,30,Clustering Coefficient,0.6,30,,75.74333239621403
,,Active Cases,20,Clustering Coefficient,0.4,30day,MSVSymptoms-0.5,75.8641317589728
,,Active Cases,7,Network Density,0.5,15day,RSVSymptoms&NewNormalProtocols-0.5,76.06066656244654
RSV,lagnat,Active Cases,20,,,,,76.15764285061547
,,Active Cases,30,Clustering Coefficient,0.5,30day,RSVFaceWearing&Others-0.5,76.24458813606964
,,Active Cases,15,Clustering Coefficient,0.5,15day,RSVFaceWearing&Others-0.5,76.25428233244742
,,Active Cases,20,Clustering Coefficient,0.5,30day,MSVSymptoms-0.5,76.27584106456744
MSV,,Active Cases,15,Network Density,0.6,30,,76.2772453653938
,,Confirmed Cases,20,Network Density,0.6,15day,RSVSymptoms&NewNormalProtocols2-0.6,76.29871794871798
RSV,ubo,Active Cases,7,,,,,76.47665935640535
RSV,Frontliners,Active Cases,15,,,,,76.58702491713939
,,Confirmed Cases,50,Network Density,0.6,15day,MSVFaceWearing&Others-0.5,76.64871794871802
,,Active Cases,7,Clustering Coefficient,0.4,15day,RSVSymptoms&NewNormalProtocols-0.5,76.67396580089469
,,Active Cases,7,Network Density,0.5,15day,MSVSymptoms&NewNormalProtocols-0.6,76.67446736047518
,,Active Cases,20,Clustering Coefficient,0.4,30day,MSVSymptoms&NewNormalProtocols-0.6,76.77058984965925
MSV,,Active Cases,15,Network Density,0.8,30,,76.78190891200433
,,Active Cases,20,Network Density,0.6,15day,RSVSymptoms&NewNormalProtocols2-0.6,76.93350380775857
RSV,,Active Cases,50,Network Density,0.8,30,,77.01290881829244
,,Confirmed Cases,50,Network Density,0.4,15day,MSVSymptoms-0.5,77.07905982905986
,,Active Cases,20,Clustering Coefficient,0.6,15day,RSVFaceWearing&Others-0.5,77.18448087187623
RSV,headache,Active Cases,30,,,,,77.22673079308208
,,Active Cases,50,Network Density,0.4,15day,RSVSymptoms&NewNormalProtocols-0.5,77.25280417401807
,,Confirmed Cases,15,Network Density,0.6,15day,RSVSymptoms&NewNormalProtocols2-0.6,77.25358974358986
,,Active Cases,20,Clustering Coefficient,0.6,30day,MSVSymptoms&NewNormalProtocols-0.6,77.26206541092677
,,Active Cases,30,Network Density,0.6,30day,RSVSymptoms&NewNormalProtocols-0.5,77.3719801330709
MSV,Quarantine,Active Cases,30,,,,,77.37734929761712
,,Confirmed Cases,30,Network Density,0.6,15day,MSVFaceWearing&Others-0.5,77.42307692307688
,,Active Cases,20,Network Density,0.8,30day,MSVSymptoms-0.5,77.43665073563857
,,Active Cases,7,Network Density,0.4,30day,MSVFaceWearing&Others-0.5,77.43736696252861
,,Active Cases,50,Clustering Coefficient,0.4,15day,RSVSymptoms&NewNormalProtocols1-0.6,77.49172119614977
RSV,,Active Cases,7,Clustering Coefficient,0.4,30,,77.55230544545498
,,Active Cases,30,Network Density,0.5,15day,MSVFaceWearing&Others-0.5,77.55584978257326
RSV,,Active Cases,20,Clustering Coefficient,0.5,30,,77.61744916127823
RSV,sipon,Active Cases,7,,,,,77.70431243360039
MSV,headache,Active Cases,50,,,,,77.7751613807726
,,Active Cases,15,Network Density,0.4,15day,MSVSymptoms&NewNormalProtocols-0.6,77.8549750405634
,,Active Cases,7,Network Density,0.6,15day,RSVSymptoms&NewNormalProtocols1-0.6,77.88450822967152
RSV,rashes,Active Cases,30,,,,,77.9060024824502
,,Confirmed Cases,15,Network Density,0.4,15day,RSVFaceWearing&Others-0.5,77.9317307692308
MSV,,Active Cases,50,Network Density,0.8,15,,77.98508506255784
,,Active Cases,7,Clustering Coefficient,0.5,30day,MSVSymptoms&NewNormalProtocols-0.6,78.04301377565353
,,Active Cases,15,Network Density,0.6,30day,RSVSymptoms&NewNormalProtocols1-0.6,78.13293505763274
,,Active Cases,7,Network Density,0.4,30day,RSVSymptoms&NewNormalProtocols2-0.6,78.14886140005615
MSV,,Active Cases,20,Clustering Coefficient,0.4,30,,78.26236997469785
MSV,ecq,Confirmed Cases,50,,,,,78.30107606828022
,,Active Cases,50,Network Density,0.4,15day,MSVSymptoms-0.5,78.39267183300973
,,Active Cases,20,Clustering Coefficient,0.6,15day,RSVSymptoms&NewNormalProtocols2-0.6,78.46818679232645
,,Active Cases,20,Clustering Coefficient,0.4,30day,RSVSymptoms&NewNormalProtocols-0.5,78.570340174304
RSV,flu,Active Cases,50,,,,,78.57674670158923
,,Active Cases,15,Clustering Coefficient,0.4,30day,MSVSymptoms-0.5,78.58150595070758
,,Active Cases,7,Network Density,0.8,30day,MSVSymptoms&NewNormalProtocols-0.6,78.65631149845369
RSV,masks,Active Cases,50,,,,,78.71684244237042
MSV,,Active Cases,7,Network Density,0.8,30,,78.73591509699173
,,Active Cases,7,Network Density,0.6,15day,RSVSymptoms&NewNormalProtocols-0.5,78.76185060668163
,,Active Cases,15,Clustering Coefficient,0.5,30day,MSVSymptoms-0.5,78.82949582981907
,,Confirmed Cases,20,Network Density,0.6,15day,MSVFaceWearing&Others-0.5,78.84743589743591
,,Active Cases,15,Clustering Coefficient,0.4,30day,MSVSymptoms&NewNormalProtocols-0.6,78.87901120526926
,,Active Cases,15,Network Density,0.6,15day,RSVSymptoms&NewNormalProtocols2-0.6,78.8914770231741
,,Active Cases,7,Network Density,0.5,30day,MSVFaceWearing&Others-0.5,78.92350763752222
MSV,,Active Cases,7,Network Density,0.6,30,,78.9339868362302
RSV,,Active Cases,20,Clustering Coefficient,0.5,15,,79.13447759217135
RSV,,Active Cases,30,Clustering Coefficient,0.6,15,,79.20098067033105
,,Active Cases,7,Clustering Coefficient,0.4,30day,RSVFaceWearing&Others-0.5,79.22490863086861
,,Confirmed Cases,30,Network Density,0.5,15day,MSVFaceWearing&Others-0.5,79.27538461538447
RSV,social distancing,Active Cases,30,,,,,79.32744041545874
,,Active Cases,7,Clustering Coefficient,0.4,15day,MSVSymptoms-0.5,79.36052660964337
,,Confirmed Cases,20,Network Density,0.4,30day,RSVSymptoms&NewNormalProtocols2-0.6,79.40666666666651
,,Active Cases,50,Network Density,0.6,15day,MSVSymptoms-0.5,79.49093954485569
,,Active Cases,20,Network Density,0.6,30day,RSVSymptoms&NewNormalProtocols-0.5,79.59120044981725
RSV,,Active Cases,20,Clustering Coefficient,0.6,30,,79.64901133914347
,,Active Cases,7,Network Density,0.5,30day,MSVSymptoms-0.5,79.70292849779776
MSV,,Active Cases,15,Clustering Coefficient,0.4,30,,79.7612759589145
,,Active Cases,15,Clustering Coefficient,0.6,30day,MSVSymptoms&NewNormalProtocols-0.6,79.76206541092677
,,Active Cases,30,Network Density,0.6,30day,MSVSymptoms-0.5,79.84373535751105
RSV,,Active Cases,15,Clustering Coefficient,0.5,30,,79.8480664105207
RSV,masks,Confirmed Cases,50,,,,,79.87157370349627
,,Active Cases,15,Clustering Coefficient,0.6,15day,RSVFaceWearing&Others-0.5,79.97778993679803
RSV,lagnat,Active Cases,15,,,,,80.00255704591501
,,Active Cases,7,Network Density,0.6,30day,MSVFaceWearing&Others-0.5,80.11259488332857
RSV,flu,Active Cases,30,,,,,80.1128406409446
MSV,,Active Cases,50,Clustering Coefficient,0.5,30,,80.14869836042371
,,Active Cases,15,Network Density,0.8,30day,MSVSymptoms-0.5,80.17697497891473
RSV,,Active Cases,20,Network Density,0.8,15,,80.34282906721899
,,Active Cases,15,Clustering Coefficient,0.6,15day,RSVSymptoms&NewNormalProtocols2-0.6,80.45697567947839
,,Active Cases,7,Clustering Coefficient,0.5,15day,RSVFaceWearing&Others-0.5,80.52198354384767
,,Active Cases,7,Clustering Coefficient,0.4,30day,RSVSymptoms&NewNormalProtocols1-0.6,80.63836097835254
,,Active Cases,20,Clustering Coefficient,0.5,30day,RSVFaceWearing&Others-0.5,80.6841439415237
,,Active Cases,30,Clustering Coefficient,0.5,30day,RSVSymptoms&NewNormalProtocols1-0.6,80.69647643144965
,,Confirmed Cases,15,Network Density,0.6,15day,MSVFaceWearing&Others-0.5,80.78589743589747
,,Confirmed Cases,7,Network Density,0.6,15day,RSVSymptoms&NewNormalProtocols2-0.6,80.82153846153852
,,Active Cases,50,Clustering Coefficient,0.5,15day,MSVSymptoms&NewNormalProtocols-0.6,80.84024323712126
,,Active Cases,30,Clustering Coefficient,0.5,15day,RSVSymptoms&NewNormalProtocols-0.5,80.85964222703628
RSV,rashes,Active Cases,20,,,,,80.90777198272674
,,Confirmed Cases,7,Network Density,0.5,15day,RSVSymptoms&NewNormalProtocols-0.5,80.94641025641026
,,Active Cases,15,Network Density,0.6,30day,RSVSymptoms&NewNormalProtocols-0.5,80.9758176365851
,,Active Cases,30,Clustering Coefficient,0.4,15day,RSVSymptoms&NewNormalProtocols1-0.6,81.01451414788835
,,Confirmed Cases,15,Network Density,0.4,30day,RSVSymptoms&NewNormalProtocols2-0.6,81.02846153846137
RSV,,Active Cases,30,Network Density,0.8,30,,81.16181707431343
,,Active Cases,7,Clustering Coefficient,0.4,30day,MSVFaceWearing&Others-0.5,81.16324618123885
,,Active Cases,7,Clustering Coefficient,0.5,15day,RSVSymptoms&NewNormalProtocols2-0.6,81.22704066820029
MSV,Quarantine,Confirmed Cases,30,,,,,81.33963015900416
RSV,flu,Active Cases,20,,,,,81.34898954495748
,,Active Cases,50,Clustering Coefficient,0.5,15day,MSVFaceWearing&Others-0.5,81.35115126069205
RSV,headache,Active Cases,20,,,,,81.48579647136154
RSV,,Active Cases,15,Clustering Coefficient,0.6,30,,81.60185081060818
,,Active Cases,15,Clustering Coefficient,0.4,30day,RSVSymptoms&NewNormalProtocols-0.5,81.60819042264053
RSV,,Active Cases,15,Clustering Coefficient,0.5,15,,81.61771057496249
MSV,flu,Active Cases,50,,,,,81.70839935580825
MSV,ecq,Confirmed Cases,30,,,,,81.75145537832756
,,Active Cases,20,Clustering Coefficient,0.4,15day,RSVSymptoms&NewNormalProtocols1-0.6,81.80932175000552
,,Active Cases,30,Network Density,0.4,15day,MSVFaceWearing&Others-0.5,81.82818560123897
RSV,ecq,Active Cases,30,,,,,81.88407917199078
RSV,flu,Active Cases,15,,,,,81.89471848855396
RSV,social distancing,Active Cases,20,,,,,82.24347727031858
,,Active Cases,50,Clustering Coefficient,0.5,30day,RSVSymptoms&NewNormalProtocols-0.5,82.30688314122374
,,Active Cases,30,Clustering Coefficient,0.5,15day,RSVSymptoms&NewNormalProtocols1-0.6,82.31318757397788
MSV,,Active Cases,50,Clustering Coefficient,0.6,30,,82.40404472162767
,,Active Cases,15,Clustering Coefficient,0.4,15day,RSVSymptoms&NewNormalProtocols1-0.6,82.53495097929739
,,Active Cases,20,Network Density,0.5,15day,MSVFaceWearing&Others-0.5,82.57270154639338
MSV,,Active Cases,7,Clustering Coefficient,0.4,30,,82.59259590564068
,,Active Cases,7,Network Density,0.6,30day,RSVSymptoms&NewNormalProtocols1-0.6,82.62213944335106
,,Active Cases,15,Clustering Coefficient,0.5,30day,RSVFaceWearing&Others-0.5,82.63208696467053
,,Active Cases,20,Network Density,0.6,30day,MSVSymptoms-0.5,82.74938306313074
,,Confirmed Cases,30,Network Density,0.4,15day,MSVSymptoms&NewNormalProtocols-0.6,82.82006688963216
,,Confirmed Cases,20,Network Density,0.5,15day,MSVFaceWearing&Others-0.5,82.84047619047611
RSV,flu,Active Cases,7,,,,,82.85577965440393
RSV,rashes,Active Cases,15,,,,,82.97188698130815
,,Confirmed Cases,50,Network Density,0.4,15day,MSVFaceWearing&Others-0.5,83.00897435897441
MSV,,Active Cases,30,Clustering Coefficient,0.5,30,,83.02890487091656
RSV,,Active Cases,15,Network Density,0.8,15,,83.0754133978223
,,Active Cases,30,Network Density,0.6,15day,MSVSymptoms-0.5,83.12417982446325
,,Active Cases,7,Clustering Coefficient,0.6,30day,MSVSymptoms&NewNormalProtocols-0.6,83.149892231281
,,Active Cases,7,Clustering Coefficient,0.4,30day,MSVSymptoms&NewNormalProtocols-0.6,83.19051635273165
,,Active Cases,20,Network Density,0.8,15day,MSVSymptoms&NewNormalProtocols-0.6,83.24955892534119
,,Confirmed Cases,7,Network Density,0.4,15day,RSVFaceWearing&Others-0.5,83.2524358974359
RSV,,Active Cases,20,Network Density,0.8,30,,83.29615312529276
RSV,,Active Cases,7,Clustering Coefficient,0.5,30,,83.38191203573545
