pca_group,metric_type,threshold,window,comparison,radius,dtw_score
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.4,30day,Confirmed Cases,7,86.64512820512807
RSVSymptoms&NewNormalProtocols2-0.6,Clustering Coefficient,0.6,15day,Active Cases,7,86.91377269580367
MSVSymptoms-0.5,Network Density,0.6,30day,Active Cases,7,86.94036016618253
RSVFaceWearing&Others-0.5,Clustering Coefficient,0.6,15day,Active Cases,7,87.10008486499767
MSVSymptoms-0.5,Network Density,0.4,15day,Confirmed Cases,30,87.142905982906
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.6,30day,Active Cases,30,87.14333239621395
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.8,30day,Active Cases,50,87.22369037578468
MSVFaceWearing&Others-0.5,Clustering Coefficient,0.5,15day,Active Cases,30,87.25414833508286
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.4,15day,Confirmed Cases,50,87.34275641025638
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.4,30day,Active Cases,7,87.36007403242414
MSVSymptoms-0.5,Network Density,0.6,15day,Active Cases,15,87.36684458538967
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.4,15day,Active Cases,50,87.41985096515329
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.4,15day,Confirmed Cases,20,87.43557413600891
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.5,30day,Active Cases,7,87.84944709961574
MSVFaceWearing&Others-0.5,Network Density,0.5,15day,Confirmed Cases,7,87.93326007325997
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.5,30day,Active Cases,20,87.93411582794484
MSVFaceWearing&Others-0.5,Network Density,0.5,15day,Active Cases,7,87.95605843561252
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.6,30day,Active Cases,20,88.0490113391434
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.5,15day,Active Cases,20,88.18931817674259
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.6,30day,Active Cases,50,88.19351513447656
MSVSymptoms-0.5,Clustering Coefficient,0.8,30day,Active Cases,50,88.35273170274573
MSVSymptoms-0.5,Clustering Coefficient,0.8,30day,Active Cases,30,88.35273170274573
MSVSymptoms-0.5,Clustering Coefficient,0.8,30day,Active Cases,20,88.35273170274573
MSVSymptoms-0.5,Clustering Coefficient,0.8,30day,Active Cases,15,88.35273170274573
MSVSymptoms-0.5,Clustering Coefficient,0.8,30day,Active Cases,7,88.35273170274573
MSVSymptoms-0.5,Clustering Coefficient,0.6,30day,Active Cases,50,88.4439937346881
MSVSymptoms-0.5,Clustering Coefficient,0.6,30day,Active Cases,30,88.4439937346881
MSVSymptoms-0.5,Clustering Coefficient,0.6,30day,Active Cases,20,88.4439937346881
MSVSymptoms-0.5,Clustering Coefficient,0.6,30day,Active Cases,15,88.4439937346881
MSVSymptoms-0.5,Clustering Coefficient,0.6,30day,Active Cases,7,88.4439937346881
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.8,15day,Active Cases,15,88.45128079147774
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.6,30day,Active Cases,15,88.50185081060812
MSVFaceWearing&Others-0.5,Network Density,0.6,15day,Active Cases,50,88.51705116466034
MSVFaceWearing&Others-0.5,Network Density,0.8,15day,Active Cases,50,88.6189338276347
MSVFaceWearing&Others-0.5,Network Density,0.4,15day,Active Cases,15,88.63389500562062
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.5,15day,Active Cases,15,88.67067579337605
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.6,30day,Active Cases,30,88.71412238777991
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.8,30day,Active Cases,50,88.7314840845905
MSVSymptoms&NewNormalProtocols-0.6,Clustering Coefficient,0.5,15day,Active Cases,20,88.8226943679631
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.5,30day,Active Cases,15,88.88695529940955
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.6,30day,Active Cases,20,88.89620466685405
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.6,30day,Active Cases,15,88.98724580639112
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.8,30day,Active Cases,50,89.08569286584463
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.8,30day,Active Cases,30,89.08569286584463
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.8,30day,Active Cases,20,89.08569286584463
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.8,30day,Active Cases,15,89.08569286584463
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.8,30day,Active Cases,7,89.08569286584463
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.6,30day,Active Cases,7,89.11248242901317
MSVSymptoms-0.5,Network Density,0.4,15day,Active Cases,15,89.14908943827825
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.6,30day,Active Cases,7,89.20596476431443
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.8,15day,Active Cases,50,89.45009714808937
MSVSymptoms-0.5,Clustering Coefficient,0.5,15day,Active Cases,50,89.4750362909532
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.4,15day,Active Cases,20,89.55268329722851
MSVSymptoms&NewNormalProtocols-0.6,Clustering Coefficient,0.5,15day,Active Cases,15,89.6149968574427
MSVSymptoms-0.5,Network Density,0.6,15day,Active Cases,7,89.84755566473845
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.5,15day,Active Cases,15,90.08104383947115
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.4,15day,Confirmed Cases,15,90.20714604236343
MSVSymptoms&NewNormalProtocols-0.6,Clustering Coefficient,0.6,15day,Active Cases,50,90.3145077670609
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.5,30day,Active Cases,7,90.37635648017987
RSVFaceWearing&Others-0.5,Network Density,0.8,15day,Active Cases,50,91.04015454362725
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.8,30day,Active Cases,30,91.0417174272951
MSVSymptoms&NewNormalProtocols-0.6,Clustering Coefficient,0.5,15day,Active Cases,7,91.16422334170281
MSVFaceWearing&Others-0.5,Clustering Coefficient,0.5,15day,Active Cases,20,91.3702235522701
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.4,15day,Active Cases,15,91.94794900283624
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.8,30day,Active Cases,20,92.17880236154055
MSVFaceWearing&Others-0.5,Network Density,0.4,15day,Confirmed Cases,30,92.54358974358973
MSVFaceWearing&Others-0.5,Network Density,0.6,15day,Active Cases,30,92.71045402773738
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.8,30day,Active Cases,15,92.74275294411639
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.8,30day,Active Cases,30,92.80039359010394
MSVSymptoms-0.5,Network Density,0.4,15day,Confirmed Cases,20,93.14572649572645
MSVSymptoms&NewNormalProtocols-0.6,Clustering Coefficient,0.6,15day,Active Cases,30,93.39603559225189
MSVSymptoms-0.5,Network Density,0.8,15day,Active Cases,50,93.4583986038753
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.8,30day,Active Cases,7,93.64505044825535
MSVSymptoms-0.5,Clustering Coefficient,0.5,15day,Active Cases,30,93.84940929495056
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.8,15day,Active Cases,7,93.94479308573595
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.5,15day,Active Cases,7,94.21527793286732
MSVFaceWearing&Others-0.5,Network Density,0.4,15day,Active Cases,7,94.54458390096119
MSVFaceWearing&Others-0.5,Clustering Coefficient,0.5,15day,Active Cases,15,94.91859660093344
MSVSymptoms&NewNormalProtocols-0.6,Clustering Coefficient,0.6,15day,Active Cases,20,94.92264523559565
MSVSymptoms-0.5,Network Density,0.4,15day,Active Cases,7,94.94163918479984
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.6,15day,Active Cases,50,95.09073408222999
MSVSymptoms&NewNormalProtocols-0.6,Network Density,0.4,15day,Confirmed Cases,7,95.15004459308808
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.8,30day,Active Cases,20,95.60917439790082
MSVSymptoms&NewNormalProtocols-0.6,Clustering Coefficient,0.6,15day,Active Cases,15,95.73751511458367
MSVFaceWearing&Others-0.5,Network Density,0.8,15day,Active Cases,30,95.74571766755251
MSVSymptoms-0.5,Clustering Coefficient,0.5,15day,Active Cases,20,95.9177926167452
MSVFaceWearing&Others-0.5,Network Density,0.4,15day,Confirmed Cases,20,96.01051282051282
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.5,15day,Active Cases,7,96.11221162650473
MSVFaceWearing&Others-0.5,Network Density,0.6,15day,Active Cases,20,96.39786050874334
MSVSymptoms-0.5,Network Density,0.8,15day,Active Cases,30,96.7911012988174
MSVSymptoms&NewNormalProtocols-0.6,Clustering Coefficient,0.6,15day,Active Cases,7,96.87688832595812
MSVSymptoms-0.5,Clustering Coefficient,0.5,15day,Active Cases,15,96.92943252116032
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.8,30day,Active Cases,15,96.96291350388901
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.8,15day,Active Cases,50,97.14994305111958
MSVSymptoms-0.5,Clustering Coefficient,0.6,15day,Active Cases,50,97.23223753266181
MSVFaceWearing&Others-0.5,Network Density,0.8,15day,Active Cases,20,97.81211336177053
MSVFaceWearing&Others-0.5,Network Density,0.8,15day,Active Cases,15,97.81861223395934
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.8,15day,Active Cases,30,98.01777698371926
MSVFaceWearing&Others-0.5,Network Density,0.8,15day,Active Cases,7,98.12705183464722
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.4,15day,Active Cases,7,98.2256376041271
MSVSymptoms-0.5,Network Density,0.8,15day,Active Cases,20,98.2773873066211
RSVFaceWearing&Others-0.5,Network Density,0.8,15day,Active Cases,30,98.29110927485091
MSVFaceWearing&Others-0.5,Network Density,0.6,15day,Active Cases,15,98.39774139997466
MSVSymptoms-0.5,Network Density,0.4,15day,Confirmed Cases,15,98.45222222222216
MSVFaceWearing&Others-0.5,Clustering Coefficient,0.6,15day,Active Cases,30,98.51687250150742
MSVFaceWearing&Others-0.5,Clustering Coefficient,0.6,15day,Active Cases,50,98.51687250150742
MSVFaceWearing&Others-0.5,Clustering Coefficient,0.6,15day,Active Cases,15,98.51687250150742
MSVFaceWearing&Others-0.5,Clustering Coefficient,0.6,15day,Active Cases,7,98.51687250150742
MSVFaceWearing&Others-0.5,Clustering Coefficient,0.6,15day,Active Cases,20,98.51687250150742
MSVSymptoms-0.5,Clustering Coefficient,0.5,15day,Active Cases,7,98.67244344194557
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.8,15day,Active Cases,50,98.77153449315456
MSVFaceWearing&Others-0.5,Network Density,0.4,15day,Confirmed Cases,15,98.78307692307698
MSVSymptoms-0.5,Clustering Coefficient,0.6,15day,Active Cases,30,98.8436675078723
MSVSymptoms-0.5,Network Density,0.8,15day,Active Cases,15,98.95823110716917
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.8,30day,Active Cases,7,99.15616155936647
MSVSymptoms-0.5,Clustering Coefficient,0.8,15day,Active Cases,20,99.22239095964441
MSVSymptoms-0.5,Clustering Coefficient,0.8,15day,Active Cases,15,99.22239095964441
MSVSymptoms-0.5,Clustering Coefficient,0.8,15day,Active Cases,50,99.22239095964441
MSVSymptoms-0.5,Clustering Coefficient,0.8,15day,Active Cases,7,99.22239095964441
MSVSymptoms-0.5,Clustering Coefficient,0.8,15day,Active Cases,30,99.22239095964441
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.4,15day,Confirmed Cases,50,99.26752136752151
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.8,30day,Active Cases,20,99.44283572298752
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.8,30day,Active Cases,7,99.44283572298752
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.8,30day,Active Cases,30,99.44283572298752
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.8,30day,Active Cases,15,99.44283572298752
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.8,30day,Active Cases,50,99.44283572298752
MSVSymptoms-0.5,Clustering Coefficient,0.6,15day,Active Cases,20,99.47023918529597
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.6,15day,Active Cases,30,99.7137726958038
MSVSymptoms-0.5,Clustering Coefficient,0.6,15day,Active Cases,15,99.73884806932126
MSVSymptoms-0.5,Network Density,0.8,15day,Active Cases,7,99.96391323351592
MSVSymptoms-0.5,Clustering Coefficient,0.6,15day,Active Cases,7,100.13352837394193
RSVFaceWearing&Others-0.5,Network Density,0.8,15day,Active Cases,20,100.50186479665895
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.4,15day,Active Cases,30,100.65278553225485
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.4,15day,Confirmed Cases,30,100.70461538461522
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.6,15day,Active Cases,50,100.85976832199243
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.8,15day,Active Cases,30,100.907493430407
RSVFaceWearing&Others-0.5,Network Density,0.8,15day,Active Cases,15,101.01060812470685
MSVFaceWearing&Others-0.5,Network Density,0.6,15day,Active Cases,7,101.51987999791558
RSVFaceWearing&Others-0.5,Network Density,0.8,15day,Active Cases,7,101.8689952430935
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.6,15day,Active Cases,20,101.92437188735296
MSVFaceWearing&Others-0.5,Clustering Coefficient,0.5,15day,Active Cases,7,101.93749022935883
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.8,15day,Active Cases,30,102.39776745501783
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.8,15day,Active Cases,20,102.49708555731735
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.8,15day,Active Cases,50,102.58250329410184
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.8,15day,Active Cases,15,102.58250329410184
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.8,15day,Active Cases,20,102.58250329410184
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.8,15day,Active Cases,7,102.58250329410184
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.8,15day,Active Cases,30,102.58250329410184
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.8,15day,Active Cases,20,102.98756057797523
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.6,15day,Active Cases,15,102.99454184067714
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.8,15day,Active Cases,50,103.08250329410184
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.8,15day,Active Cases,30,103.08250329410184
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.8,15day,Active Cases,20,103.08250329410184
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.8,15day,Active Cases,15,103.08250329410184
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.8,15day,Active Cases,7,103.08250329410184
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.8,15day,Active Cases,15,103.43792572079408
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.6,15day,Active Cases,30,103.68300346503456
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.8,15day,Active Cases,20,103.917948947004
RSVSymptoms&NewNormalProtocols1-0.6,Clustering Coefficient,0.6,15day,Active Cases,7,104.69080108091207
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.8,15day,Active Cases,15,104.69770194519502
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.8,15day,Active Cases,15,104.70563012260752
MSVFaceWearing&Others-0.5,Network Density,0.4,15day,Confirmed Cases,7,104.78384615384621
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.6,15day,Active Cases,20,104.97052573350685
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.8,15day,Active Cases,7,105.15694441342644
MSVSymptoms-0.5,Network Density,0.4,15day,Confirmed Cases,7,105.25948717948718
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.6,15day,Active Cases,15,105.5791572252926
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.8,15day,Active Cases,7,106.29364405833343
RSVSymptoms&NewNormalProtocols2-0.6,Network Density,0.8,15day,Active Cases,7,106.31741742412395
RSVSymptoms&NewNormalProtocols-0.5,Clustering Coefficient,0.6,15day,Active Cases,7,106.53720574264601
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.4,15day,Confirmed Cases,20,107.14384615384611
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.4,15day,Active Cases,20,107.72488107733874
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.4,15day,Active Cases,15,110.7012876154177
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.4,15day,Confirmed Cases,15,110.78141025641025
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.4,15day,Confirmed Cases,30,116.83982905982913
RSVSymptoms&NewNormalProtocols-0.5,Network Density,0.4,15day,Confirmed Cases,7,117.14217948717945
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.4,15day,Active Cases,7,117.69219316464569
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.4,15day,Confirmed Cases,20,125.88683760683774
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.4,15day,Confirmed Cases,15,131.58512820512826
RSVSymptoms&NewNormalProtocols1-0.6,Network Density,0.4,15day,Confirmed Cases,7,141.5633333333333
